Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Record_id,Week,Score_date
0,133,1,0,0.0,0,201.7,85,49.0,8.47,6.0,5e2a0e42-f08e-41b5-85be-db4be593c8d2,23,2026-06-09
1,89,1,0,0.0,5,129.2,71,41.0,10.71,10.3,689d21f4-a336-4e0c-b195-47d15210ae7e,23,2026-06-09
0,75,1,1,3.35,1,130.9,115,73.5,10.17,12.4,04c73227-ea22-4e3c-8a08-6fd5dbda6420,10,2026-03-09
0,134,1,0,0.0,2,164.9,115,39.0,6.33,10.0,4e109fb7-6776-4d01-acfd-65ba2acf5f52,18,2026-05-03
0,59,1,1,2.46,0,127.4,110,55.6,5.17,9.1,e234441d-c673-4600-b6fb-7e8b45830332,21,2026-05-25
0,91,1,0,0.0,0,149.0,115,47.0,12.27,8.3,c402e953-10a6-4dce-9bc5-613e3787fefc,6,2026-02-07
0,123,1,0,0.0,0,128.7,126,32.0,5.88,10.8,01319f0d-5362-4215-9272-6ad09876ccb7,4,2026-01-24
0,167,1,0,0.0,0,207.6,88,47.0,6.62,14.1,01586503-9bbd-4d68-bd43-00917013eb48,10,2026-03-10
0,131,1,0,0.0,2,196.1,89,50.0,9.28,5.2,bde87b55-fc4f-422c-a7b6-be046dc3c6e0,17,2026-04-26
0,139,1,1,2.24,2,231.0,85,81.4,11.12,8.3,d06b646a-6741-4cb9-8045-939a0e6e3290,14,2026-04-08
1,23,1,0,0.0,1,113.1,74,34.0,8.44,6.9,e7b82284-9999-4d2a-9685-0c10374bd40c,20,2026-05-19
0,42,0,0,0.0,2,180.7,127,46.0,8.73,12.0,567022a4-afb6-4a72-a669-1a1b26110d01,21,2026-05-24
1,68,1,0,0.21,1,213.9,112,61.1,13.03,8.4,78998988-8ec1-44b5-a2da-cdaf383b6f0a,14,2026-04-07
0,60,0,0,0.0,1,183.0,110,49.0,10.34,11.1,2cc7b079-1cc4-4f26-98e4-fcfe4edaeb24,18,2026-05-04
0,72,1,0,0.42,3,118.2,106,39.2,8.36,12.2,37846cdf-726c-40b0-85de-b8a150ba4001,10,2026-03-11
1,113,1,1,2.35,5,157.8,83,64.5,8.08,8.7,4ea3b405-be99-4706-8827-270735781ebf,14,2026-04-03
0,93,1,0,0.0,1,98.4,78,38.0,12.48,14.2,0d206394-539e-47a3-98a6-03f243f0fd2f,1,2026-01-03
0,104,1,0,0.34,3,109.1,141,38.4,9.36,10.0,d2ec1546-12cf-45ef-b7cd-7a1884524515,22,2026-05-28
0,93,1,1,2.54,2,218.7,117,72.4,5.75,9.4,c56765c8-d37a-4365-9531-3f22557dd242,24,2026-06-13
0,143,1,0,0.0,2,194.3,99,44.0,6.18,10.2,ae324024-7366-4768-a26c-c91686522514,21,2026-05-27
0,127,1,1,1.97,0,203.8,118,77.7,13.36,7.3,70170e85-4958-4d8a-bba1-e4cfbf820428,13,2026-03-31
0,98,1,0,0.0,1,169.9,77,41.0,6.92,8.5,af9551cc-220a-424e-b6cd-217bfd27bb22,21,2026-05-27
0,74,1,0,0.0,3,262.3,114,62.0,9.95,6.6,21f737a9-854f-4985-a0c4-8e8b1115be28,22,2026-05-28
0,140,1,0,0.28,3,129.6,79,45.8,12.31,9.4,df6b3219-e631-4e69-ac2f-6cdbbae30c9d,14,2026-04-06
0,108,1,0,0.0,0,169.6,99,52.0,13.21,9.3,a4526037-ac14-44d3-b51a-3e798c74c3b7,8,2026-02-21
0,59,1,0,0.0,1,155.2,79,47.0,11.77,8.7,92b0176c-45fa-46d5-a9bf-52bd342e01cd,23,2026-06-10
0,96,1,1,3.05,1,183.1,88,74.5,7.37,11.3,83da97cc-ccf3-4680-a9dd-3a4ddea411a3,24,2026-06-17
0,99,1,0,0.0,0,182.6,83,45.0,7.73,12.1,cd5a4435-7693-465c-ac95-2059467dd75c,19,2026-05-08
0,73,1,0,0.31,0,240.3,130,58.1,8.13,11.9,989b2127-4fe3-44e3-be22-916502751940,6,2026-02-08
0,36,1,0,0.0,1,175.1,144,49.0,10.85,9.9,8dcaa1d0-ffef-4306-9236-d2a54924ea3a,12,2026-03-23
0,68,1,1,1.65,1,160.0,72,59.5,9.23,6.1,cd93bc02-0921-42a0-b4b6-7b7be579dc2d,15,2026-04-14
0,4,0,0,0.0,0,145.3,89,51.0,15.19,8.9,0f06de05-b6a9-4eb0-a416-be5da7a281df,19,2026-05-09
0,85,1,1,3.73,1,196.4,139,95.3,14.05,13.8,209f420d-8112-4275-9ad0-3005bc6c3431,2,2026-01-11
0,70,1,0,0.3,1,170.2,98,46.0,7.76,15.0,ae6f613c-2a58-4e5c-9123-8daa698bde93,26,2026-06-27
1,154,0,0,0.36,0,145.9,69,46.6,10.41,14.4,6fd3ab6e-ee9c-4543-af90-2b49168c15ef,22,2026-05-31
0,161,1,0,0.0,2,72.8,120,36.0,13.36,11.8,5932cd2c-94b7-43ea-8658-86bdccbf7eeb,23,2026-06-08
0,100,1,0,0.0,0,203.8,122,59.0,14.16,12.5,fbc4281e-4064-4d45-9474-27df6c8ce1ba,6,2026-02-11
0,121,1,0,0.32,2,207.9,98,57.2,10.53,7.7,6a870130-6595-41ae-8a47-48f6c1fd40b0,15,2026-04-09
0,136,1,1,3.08,2,143.1,88,75.8,11.83,11.4,a23158f2-3f2b-4cb2-9dcd-40260ee8ae52,1,2026-01-07
1,197,0,0,0.12,5,127.3,80,42.2,11.12,13.7,30efd0e0-0d70-48ff-bae9-5fbb90252005,21,2026-05-24
0,131,1,0,0.46,0,153.4,86,47.6,9.93,10.4,f5a11159-bb81-47d4-94a2-4f938ba96d90,13,2026-03-31
0,60,1,0,0.35,3,125.1,99,46.5,12.44,11.2,f16d2a6b-2305-485b-bcdb-acdecd3cc274,16,2026-04-22
0,124,1,0,0.0,2,150.3,101,48.0,12.8,12.5,bcaff61e-b889-4cb6-8603-affbf82fa31b,9,2026-03-01
0,95,1,0,0.0,1,183.4,98,56.0,14.07,8.2,b069b707-d2ea-4176-89dc-19780f3334a3,17,2026-04-23
0,148,1,0,0.0,0,124.4,83,37.0,8.99,11.3,a6e61754-5b04-4588-acaa-1795bcd791ea,1,2026-01-02
0,149,1,0,0.0,2,196.3,108,45.0,6.84,7.7,d5f355b9-0ae5-42b9-975d-f9804cec5faa,19,2026-05-09
0,189,1,0,0.0,3,208.3,106,56.0,11.84,11.3,f85e7497-b3d4-47ef-93b4-3417cad81c8d,7,2026-02-17
0,121,1,1,2.73,4,237.1,63,85.3,10.28,10.1,2aeab8d8-a103-4900-aa2b-1506273c6377,20,2026-05-20
0,113,1,0,0.0,1,186.0,55,52.0,11.87,12.2,7c5be3c7-28f9-4887-8130-33d17bb0ae0c,6,2026-02-06
0,98,1,0,0.39,2,136.1,82,40.9,7.82,10.1,117ce769-b6d4-40d0-b2c6-c7d95b9b61a5,23,2026-06-09
1,84,1,0,0.0,3,225.9,86,62.0,13.78,14.3,0db1a4d5-3585-44d3-af11-4e06dc9dd8e8,2,2026-01-09
0,99,1,0,0.33,1,145.6,106,37.3,4.92,10.9,8a80ca31-944c-4fd2-ae28-ee0722a72f78,15,2026-04-09
0,104,1,0,0.33,4,167.6,116,51.3,10.96,11.7,b855d26b-5bb5-4d35-95f1-1add8e41a1cc,21,2026-05-27
1,49,1,0,0.0,2,266.3,90,63.0,10.39,14.0,0581101b-0eef-439b-bf45-ca74dc4f3bb9,7,2026-02-17
1,116,1,0,0.0,6,159.4,79,43.0,8.98,9.7,9c5590cc-5b32-434a-9534-2362e35edb0d,19,2026-05-11
0,74,1,1,2.94,2,154.1,104,66.4,6.17,10.9,f3759046-2409-44ec-af84-2f83fc887c0c,22,2026-05-28
0,161,1,0,0.0,1,196.6,73,48.0,8.51,12.5,16c83f50-cf3b-4b59-9e85-1cfd6a0d2f2c,22,2026-06-01
0,139,1,0,0.35,0,139.0,110,38.5,6.65,12.1,5623dfda-5076-462e-a093-8d5ba098255b,8,2026-02-23
0,113,1,0,0.0,1,90.6,130,30.0,8.53,5.4,4af3604b-84cf-4d54-9913-104db420e214,18,2026-04-30
0,109,1,0,0.0,2,170.7,101,50.0,12.01,11.4,50486cfe-53f5-4675-a36b-c3f7d12d579d,23,2026-06-10
1,99,1,0,0.0,7,115.5,75,39.0,10.91,11.5,992ffbcb-904b-4cbb-a445-b6d9b7f8851b,22,2026-06-01
0,97,1,0,0.0,1,146.0,121,43.0,10.15,13.3,94a7233a-38af-4941-bc77-c37c6a8524f2,17,2026-04-26
0,77,1,0,0.0,2,233.8,104,63.0,13.33,7.6,404772f1-07c9-427a-9f54-5bd365891630,11,2026-03-16
0,87,1,0,0.0,1,110.9,91,33.0,7.93,6.2,e0e861f3-dd11-444b-b85d-746d358dc307,17,2026-04-23
0,86,1,1,3.0,3,70.9,163,57.0,8.34,11.1,68ea4e9f-e931-470a-9a26-8b881304e79d,24,2026-06-13
0,57,1,0,0.0,0,85.9,92,32.0,9.7,10.1,9bb25ee9-c079-43c1-b81d-0962e7670d9c,24,2026-06-15
0,86,1,1,3.05,0,145.7,88,72.5,9.55,11.3,0146d71e-dcb2-45d9-930f-12575271ae33,15,2026-04-14
0,117,1,0,0.42,1,161.6,104,49.2,9.82,13.8,3b114f3e-abd4-44a4-836f-b06f0df6c125,12,2026-03-25
0,107,1,0,0.0,2,90.7,90,34.0,10.38,5.6,fbe089d8-69ad-427b-bca1-5ea491d921d0,16,2026-04-22
0,148,1,1,2.94,1,77.6,141,60.4,10.35,10.9,e10dca33-2ad5-49fa-b612-274459c4f31c,15,2026-04-09
0,107,1,1,3.89,2,283.4,104,106.9,11.21,14.4,2990b360-5207-4674-a012-60125330138b,22,2026-06-02
1,128,0,1,3.67,0,222.1,89,88.7,8.03,13.6,6c5c8463-2337-4b73-b4d3-0e73d9076a1c,14,2026-04-03
0,88,1,1,2.94,1,93.4,106,67.4,12.6,10.9,18062da4-4983-4326-aed3-251e0c227af4,21,2026-05-26
0,205,1,0,0.32,2,49.9,123,25.2,7.54,10.1,5ce6b1b5-b71c-4530-8157-9303b3b77d09,19,2026-05-08
0,82,1,0,0.38,2,265.2,122,64.8,8.94,10.7,5d3b594e-04f1-4c81-8355-fe6ed0de2b36,16,2026-04-20
0,166,1,0,0.29,1,204.2,115,52.9,9.0,9.5,3bb5bf17-89ef-40f2-bcc6-4cf2349fc730,12,2026-03-23
0,79,1,1,4.0,2,103.7,100,78.0,11.82,14.8,05d89dac-2ef0-4d1b-8711-7a74330ef94a,8,2026-02-23
1,98,1,1,2.16,6,168.0,81,64.6,8.16,8.0,e53bf278-be73-4603-a877-f530a17f7646,24,2026-06-12
0,88,1,1,2.65,2,190.6,104,79.5,11.87,9.8,533ea49b-d1ca-49ab-a946-92e53eedbfb3,25,2026-06-18
0,148,1,0,0.39,1,202.0,102,59.9,12.16,10.9,625ee963-e67a-4988-8455-cb93e7b812c3,23,2026-06-10
0,88,1,0,0.27,1,181.9,90,46.7,7.58,7.5,9a0cf758-810c-4342-baf6-eabea8268c36,10,2026-03-09
0,112,1,0,0.0,1,261.4,108,58.0,7.73,11.6,211859b3-eb80-4db7-aafd-5d637ccf3030,5,2026-02-02
0,70,1,0,0.0,3,232.1,122,65.0,14.62,0.0,f6cf332f-1717-487f-a581-afff78dfc1f2,21,2026-05-22
0,69,1,0,0.0,1,153.7,109,43.0,9.7,14.1,10281624-cb9b-461c-bf42-4cb2fe21bb81,3,2026-01-21
0,56,1,1,3.43,1,121.7,87,71.3,9.2,12.7,8b242f0e-3b72-42fb-aeb3-a179a6dc8c02,7,2026-02-17
0,24,1,0,0.0,1,156.2,104,35.0,4.5,7.3,b4b38e25-5863-42b7-950b-b6574a9b0ced,22,2026-05-28
0,106,1,0,0.0,3,212.9,110,53.0,9.35,6.3,55a5d9fa-fa98-42a5-a3c9-431b957815f7,19,2026-05-08
0,91,1,0,0.0,0,190.5,128,50.0,10.28,13.8,3bd0b56b-6921-4275-bc7e-225faeb713cd,20,2026-05-16
0,121,1,0,0.0,0,103.3,110,29.0,6.46,10.7,f0596fa7-8e66-4624-9731-fd5bd7ac8b34,20,2026-05-15
0,92,1,0,0.0,1,265.6,82,61.0,9.04,8.6,8c11efb9-cc30-44ca-b9df-6593b2df8f0c,21,2026-05-25
0,78,1,0,0.0,0,163.6,88,52.0,14.17,8.6,a2c4b042-d524-413c-946c-ab6b52618c41,19,2026-05-08
0,76,1,0,0.0,0,173.2,93,41.0,6.56,5.4,1eb9e8a0-ae6b-4f52-934e-427a4d1bee2a,5,2026-02-02
0,119,1,1,1.78,1,161.3,97,66.8,12.52,6.6,10a8bbf5-bf73-492d-8819-7d9c38e49b94,26,2026-06-25
1,97,1,0,0.4,0,276.1,82,69.0,10.06,8.9,1e2850eb-28dd-4d30-b625-85890a7357e8,17,2026-04-25
0,120,1,0,0.0,3,180.0,80,50.0,11.21,4.7,24e512cc-71bd-4310-ac02-f266264fe620,17,2026-04-29
0,76,1,0,0.0,1,171.1,78,51.0,12.86,16.2,c8a756ba-9d84-43ab-a8b0-02fef7d2f4a4,4,2026-01-22
0,87,1,0,0.0,1,156.8,93,45.0,10.79,7.6,48f8a020-05a0-48bc-8906-aeb50bd9a617,23,2026-06-07
0,103,1,0,0.0,1,160.8,91,41.0,7.79,8.5,d681f21c-5ee3-4a12-9b0b-b257e4cf768e,6,2026-02-07
1,76,1,0,0.0,1,263.4,148,65.0,11.52,11.4,d7959c19-0625-4b97-8052-b7c19e3c63a5,16,2026-04-19
0,46,1,1,1.94,1,191.4,102,83.4,18.09,7.2,f5977f61-5093-40ca-b113-86fc87389c84,8,2026-02-20
0,22,1,0,0.0,1,160.4,108,46.0,10.91,12.5,5108f93a-748f-4d84-841d-69de5a7f2284,26,2026-07-01
0,102,0,0,0.0,0,233.8,103,59.0,11.08,12.8,d196e70b-db8a-40a8-a197-028104fc91d5,2,2026-01-08
0,102,1,0,0.0,2,186.8,92,47.0,8.69,9.7,0c387c09-79d6-493f-adaa-3d8107452304,4,2026-01-27
0,83,1,1,2.92,1,226.4,117,88.2,11.74,10.8,43bab4b7-a4ef-4beb-a144-24c3b601a44f,4,2026-01-27
0,94,1,0,0.0,3,108.0,79,39.0,12.1,10.4,068c2225-7889-4a6d-877b-90e8396d64a5,3,2026-01-21
0,117,1,0,0.0,1,102.8,119,36.0,10.34,10.1,c01155ee-14b2-4e96-85fe-4e7f89373266,5,2026-01-30
0,85,1,0,0.0,2,211.5,100,52.0,9.23,13.3,d6f5c89d-abb3-4bd5-924c-656fa1e8e8a1,14,2026-04-07
0,40,0,0,0.0,3,170.7,55,45.0,8.96,8.2,51a8f926-e120-43a8-951a-a878870a540a,4,2026-01-28
0,79,1,1,1.13,2,50.6,62,37.3,10.07,4.2,3b0e4f20-5095-4147-b552-ec9372bf7606,16,2026-04-21
0,75,1,0,0.26,1,209.4,133,56.6,10.58,7.2,f1ae67e9-899a-47ce-979b-2b416331241a,9,2026-03-02
1,55,0,0,0.32,1,191.9,91,58.2,12.81,14.3,7ca2810e-8a83-4f0f-b214-c5cf9cf3a9f4,7,2026-02-17
0,131,1,1,2.46,0,69.1,122,45.6,5.07,9.1,e49484dd-e012-44bb-a551-65927a248e35,21,2026-05-27
1,161,1,0,0.16,4,191.9,113,40.6,3.55,13.4,3b6d8933-3c55-4a90-8603-a5d3449c9f19,1,2026-01-04
0,115,1,0,0.0,1,206.2,113,51.0,8.82,11.0,86aaf61d-050e-4618-aeb4-6941f63b86ac,5,2026-02-04
0,92,1,0,0.33,2,197.2,113,58.3,12.12,11.0,2edc0f44-b242-4568-8064-219f944dec19,7,2026-02-18
0,148,0,0,0.0,0,218.9,88,55.0,10.4,11.1,a78312fb-be06-4e2b-bfe5-e0a0938b10e7,3,2026-01-17
0,93,1,1,2.89,1,237.2,85,87.9,10.66,10.7,231345e5-98ef-49ef-81eb-90e7e1125f18,25,2026-06-21
0,68,1,0,0.0,1,158.8,119,45.0,10.59,10.3,d25014e9-228a-4bf7-a38d-fe59c67ee2ed,23,2026-06-07
0,162,1,1,3.27,0,224.9,97,87.7,9.41,12.1,984ff5ba-568f-4f17-a9ff-b9a468896ec6,7,2026-02-15
0,143,1,1,2.08,1,141.4,130,60.8,9.32,7.7,381a658c-9ebf-491f-ad3c-622bcaf88cc1,17,2026-04-27
0,70,1,1,2.54,3,143.4,72,64.4,8.5,9.4,d1a83a56-3b00-4806-a267-dc6e1c4b8871,1,2026-01-06
0,59,0,1,2.46,1,225.0,78,79.6,9.57,9.1,e4602d1e-0763-4d3b-a0ae-c5f227aa2b3f,15,2026-04-09
0,61,1,0,0.0,2,188.9,105,46.0,7.68,10.2,66c93eac-a0ce-4783-bf6e-e0da4dba34b9,18,2026-05-04
1,87,1,0,0.0,2,322.5,106,73.0,10.23,9.4,c768ef08-c109-4b8f-aa94-b5aff22b5888,6,2026-02-06
0,105,1,0,0.0,1,206.2,84,57.0,12.82,9.0,43a01ab5-0318-49b9-91ed-fa2a13337e26,4,2026-01-24
0,113,1,0,0.0,2,187.6,97,50.0,10.41,8.7,6141eb6c-46bd-48fc-8970-4b4db9b58796,14,2026-04-03
0,137,1,0,0.13,3,115.0,130,33.3,6.89,7.3,7f947fe7-7031-4fac-8062-2021f8891e80,7,2026-02-15
0,91,1,1,1.67,1,146.1,98,65.7,13.87,6.2,5e743c8a-a0a8-41d8-a6f0-8c44877b6aa2,26,2026-06-30
0,85,1,0,0.0,3,255.3,114,60.0,9.73,3.7,c02c8f1b-d493-453f-9c06-cb85275496c8,14,2026-04-05
0,107,1,0,0.0,1,230.4,65,62.0,12.87,8.5,8022e186-bee4-4167-bdee-14a937b7f970,15,2026-04-09
0,86,1,1,3.13,4,144.8,105,74.3,10.31,11.6,327c14a3-81d6-4f9f-95d9-052da9c81f41,17,2026-04-26
0,115,1,0,0.0,1,127.7,67,38.0,9.15,10.6,dfe015ff-bd93-4976-972a-6888dd0a2386,23,2026-06-09
0,77,1,0,0.0,1,221.8,84,52.0,8.3,13.2,a2d79053-f5f8-4858-8311-680687104462,23,2026-06-10
1,92,0,0,0.0,1,62.6,111,26.0,9.03,10.4,bab0b952-ac87-403d-b47b-436323855a70,10,2026-03-08
0,84,1,1,3.05,0,214.3,112,83.5,9.41,11.3,5f1e4c81-5d56-4f83-a1c8-ab44172cc70d,19,2026-05-08
1,82,1,0,0.0,0,329.8,73,74.0,10.42,10.6,6ac1396a-000b-41d7-8d17-ff2383507156,3,2026-01-18
0,100,1,0,0.0,1,218.8,125,50.0,7.42,9.7,1612f52e-592c-47a9-922e-088a5e3ae9f1,4,2026-01-25
1,119,1,0,0.0,1,260.1,101,67.0,12.83,10.0,1c0d9aa5-bb57-4cb0-b6f4-572b77b321b1,8,2026-02-23
0,97,1,1,1.32,3,141.0,101,55.2,10.6,4.9,bd9a56cf-b1a1-42df-b99a-f45883cc0960,9,2026-02-27
1,85,1,0,0.0,2,236.9,93,58.0,9.89,11.4,5038023f-1fcd-445f-b163-a8f95d25893d,10,2026-03-08
0,73,1,0,0.0,0,254.7,80,51.0,4.51,10.6,9ce76755-05e3-41bd-8594-a67a05409014,15,2026-04-14
0,86,1,0,0.0,0,217.8,93,56.0,10.74,11.3,a318597a-4c7b-4cf4-af20-27096e993096,25,2026-06-23
0,162,1,1,3.32,0,184.5,139,80.2,9.16,12.3,c133bd8d-62d1-4e68-9675-ac3a4c1b0520,4,2026-01-24
0,182,1,1,3.13,1,128.1,104,65.3,7.17,11.6,121c6060-be52-453d-aeab-4f67556506fe,17,2026-04-24
0,77,1,1,2.62,2,211.1,89,81.2,11.18,9.7,8e5827b9-3b84-4034-851c-154c68687b01,5,2026-02-01
0,98,1,0,0.0,4,161.0,117,44.0,9.55,12.1,a2966626-805e-45bb-b0ff-4551dc3fad72,25,2026-06-24
0,20,1,0,0.0,2,186.8,89,54.0,12.67,12.3,4ae414f7-f6f9-47ec-a0bd-59a36c152ff9,13,2026-03-27
0,128,1,0,0.28,0,195.6,99,59.8,13.39,16.0,f874f60c-1820-4a6e-88d6-702eb8472ca2,22,2026-05-31
0,38,1,0,0.0,2,137.8,86,48.0,14.32,14.1,b6f30ee9-1461-459b-8365-8c39a1029b12,19,2026-05-07
0,114,1,0,0.12,1,203.8,85,44.2,4.39,11.7,ae466aef-3b5b-4e0e-aae2-650a1a75325d,23,2026-06-04
0,120,1,0,0.26,1,192.6,123,53.6,10.32,10.8,97155d61-b59b-4deb-8dee-61dcc94c68d0,19,2026-05-10
0,55,1,1,2.32,2,105.3,82,58.2,9.87,8.6,6df86039-6a08-4289-9721-a4b00c82a034,3,2026-01-17
0,113,1,0,0.0,1,215.6,96,54.0,9.67,13.5,11a4ff1f-f217-4ea6-86bc-6c6bfc678d52,15,2026-04-14
0,132,1,0,0.0,0,222.4,85,52.0,8.27,11.2,3e089329-f8bb-4ebc-a4d1-2b7fe1abe7e2,23,2026-06-10
1,127,1,0,0.0,0,245.2,91,61.0,10.86,13.9,a5b16c90-eaa9-49e1-92a1-a9b22b8abb82,20,2026-05-17
0,78,1,0,0.0,0,149.7,119,41.0,9.11,9.7,6d8965ca-3618-4ff3-84be-12429fb36e5a,7,2026-02-12
0,21,1,0,0.0,1,223.2,142,57.0,10.83,12.4,2b3c8765-19af-4fc6-8305-acea4570682f,26,2026-06-25
0,106,1,0,0.0,0,128.6,83,34.0,6.7,11.4,bf7f46cb-54cd-4881-b47e-4af6672e5c12,6,2026-02-08
0,45,1,1,3.21,0,196.6,84,93.1,15.66,11.9,55cc0fec-a56e-4dc7-913f-ca6c7a253d69,25,2026-06-19
0,109,1,0,0.0,2,137.0,128,42.0,10.85,10.0,a4a18b90-b6d3-4d0c-b3c5-2195df680b57,4,2026-01-26
0,61,1,0,0.0,2,197.7,118,47.0,7.61,7.0,bff39521-6ed0-4c0d-8961-8f0180b6578d,15,2026-04-09
0,151,1,0,0.0,0,178.7,116,56.0,14.61,9.8,3c46074e-dc86-43eb-a470-d75e54ee77df,8,2026-02-19
0,87,1,0,0.0,1,168.2,92,48.0,11.24,12.9,c968be33-28ee-43dd-889b-e3b816173a59,22,2026-06-02
0,98,1,0,0.3,3,126.3,102,39.0,8.34,9.4,ddd4419d-637a-4013-920a-fe1b98dbc38e,22,2026-06-01
0,209,1,0,0.0,3,227.2,128,61.0,12.92,8.9,ea0e7b86-5457-4fac-918f-dc0e5ed7cc77,2,2026-01-13
0,66,1,0,0.0,2,170.5,103,51.0,12.72,10.5,e441d2ba-a664-4c56-a209-43c5d8d52612,9,2026-03-01
0,63,1,1,2.21,0,214.9,86,76.1,9.91,8.2,2b623dcc-cf14-49d1-9a51-abce75ccf0da,20,2026-05-15
0,129,1,0,0.0,4,186.0,127,54.0,13.12,11.5,7a37979c-cfe5-4067-a999-8608d6759806,9,2026-02-26
0,83,1,0,0.0,0,117.9,101,34.0,8.02,11.4,12358bc2-f1e4-44dd-bece-21c6b45f12e7,6,2026-02-05
1,111,1,0,0.0,0,249.8,109,64.0,12.12,11.6,334c4c76-480f-485c-96b3-4273f5a12b66,25,2026-06-22
0,101,1,0,0.0,1,154.4,130,45.0,10.86,13.9,9bfa61b8-264a-4cc7-84fb-59900b2d22ee,3,2026-01-20
0,118,0,0,0.0,2,160.0,123,43.0,8.77,9.9,31141b84-93ab-4d80-b3da-3b97e68bf1db,10,2026-03-06
0,114,1,1,3.11,2,137.1,88,68.1,7.79,11.5,f26ac635-189b-43d4-bf8c-166e5ba36270,2,2026-01-08
1,79,1,0,0.31,1,268.3,114,65.1,9.28,6.3,ea3c8c1d-2f08-4aec-9843-b902a41926a3,21,2026-05-24
0,141,1,0,0.26,3,51.9,108,25.6,8.1,10.1,4806ea64-a7d4-49f1-8527-6ff02f05dd2e,21,2026-05-22
0,87,1,1,2.75,2,125.0,99,69.5,11.77,10.2,97a9e333-2a6e-4c17-acbb-d1ddb076213c,17,2026-04-25
1,62,1,1,3.0,2,186.4,84,79.0,10.05,11.1,ea5f1239-cf63-49a3-8a4d-97945ea6fc8c,21,2026-05-23
0,37,1,0,0.0,2,199.5,107,52.0,10.38,8.1,13e6bcb8-9701-40f0-9d97-c9a9798573b8,14,2026-04-02
0,105,0,0,0.31,3,150.0,106,54.1,14.69,10.3,798bfd56-4b49-4f9b-bd93-55c3a0d16c12,14,2026-04-08
0,25,1,0,0.33,2,242.6,69,63.3,10.45,14.4,c6a6b458-6f93-4351-b812-bce7201ccc36,10,2026-03-07
0,106,1,0,0.0,0,159.6,94,51.0,13.84,8.8,053f4b50-1a2b-4d55-a45a-3e7d94b92187,5,2026-02-01
1,174,1,1,3.92,4,167.8,91,85.2,10.27,14.5,fecb12f2-cbd2-4f96-80f1-4c9a6f5dbdd5,13,2026-03-27
0,73,1,1,2.38,2,198.2,107,69.8,6.96,8.8,e7b868e1-22dc-47a0-ba43-378f65713c7b,8,2026-02-20
1,141,1,1,1.81,1,322.4,92,97.1,14.16,6.7,1c535c46-bad4-4920-83af-67cef6a8b71f,22,2026-06-02
1,134,1,0,0.0,0,296.0,93,70.0,11.32,12.3,6bfe7608-f85c-4aa5-8494-dd5de20026fd,9,2026-03-04
0,92,1,1,3.43,2,184.0,99,72.3,3.82,12.7,782d0867-b3a8-4b2e-99c9-352fb928551e,18,2026-05-05
0,44,0,0,0.0,1,62.3,92,34.0,13.75,10.8,2fd5500c-9885-41bf-a4e9-811aa34b1152,22,2026-05-30
0,130,1,0,0.0,0,183.0,112,38.0,3.65,9.5,83762fbb-e879-457c-b7f9-691ff39b948f,9,2026-02-27
0,123,1,0,0.0,3,166.9,98,48.0,11.09,12.8,d9879694-8b79-4b7a-b306-0d08c8b33e1d,9,2026-02-27
1,88,0,0,0.0,4,235.1,98,62.0,12.59,7.2,2f47375c-b8c2-43f8-bbba-e1ae7fa9a1af,13,2026-03-27
0,86,1,0,0.0,2,126.3,115,36.0,8.44,9.8,a3e67fc8-91e6-413a-bd7c-58662c552102,7,2026-02-18
0,128,1,0,0.0,1,148.5,105,46.0,12.15,6.8,f2f9399b-bd0c-4ae1-b6ec-4fe694c1271e,26,2026-06-29
0,190,1,1,2.67,1,116.7,71,59.7,7.3,9.9,cea5f93b-2369-49a8-b2c3-3fe5348e5755,25,2026-06-19
0,90,1,0,0.0,2,205.7,138,49.0,8.1,12.5,707fa21b-722b-4f62-81a8-b1927ab81802,10,2026-03-11
0,52,1,0,0.0,4,209.8,114,51.0,8.57,9.9,8d3d9148-32d6-4bdc-823a-7c8369b495bb,3,2026-01-15
0,106,1,1,2.21,3,88.5,100,65.1,16.24,8.2,ccf4ec2f-e00f-4a72-a858-5e1c0093ebfc,8,2026-02-23
1,71,1,0,0.0,3,290.4,108,71.0,12.7,10.1,7470555b-8cbf-48dc-be18-3b8456f2d887,15,2026-04-11
0,51,1,1,2.24,0,276.7,121,87.4,10.19,8.3,90ed6a4a-fbfd-43ef-bcba-ba171545e202,2,2026-01-08
1,76,1,0,0.0,4,107.3,140,39.0,11.91,10.0,8864c661-c3d7-4ba8-9f68-ea17ee59544b,8,2026-02-22
1,72,1,0,0.0,4,287.4,116,69.0,11.77,5.0,26ed0b54-83c5-459c-a281-e3e167331295,9,2026-03-01
0,124,1,0,0.0,2,254.3,113,50.0,3.95,11.8,a8113f0a-ff35-4441-8faa-c93bd2602869,16,2026-04-18
0,75,1,0,0.0,1,203.3,70,55.0,11.45,14.3,7fd0a313-2ddb-422a-aa85-50d2b862a147,1,2026-01-05
1,12,1,0,0.0,1,249.6,118,64.0,12.62,11.8,ceff26d8-3318-456c-8897-7552a5c513b1,15,2026-04-13
0,130,1,0,0.28,0,213.1,105,56.8,10.31,8.9,24003128-cece-44ad-97c5-0c6d27e1059b,1,2026-01-06
