Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Record_id
0,107,1,0,0.0,2,194.5,97,49.0,9.32,12.7,afec2e85-1e6e-481e-88cc-73bfa2a6abae
0,113,1,1,2.27,1,180.4,89,64.7,6.47,8.4,c3a1d749-27e5-42b9-a401-bc9048248259
0,74,1,0,0.0,1,172.1,105,48.0,10.59,11.6,456e3777-0d30-4d59-b2b4-81d795ee3d7f
0,73,1,0,0.0,1,192.2,86,47.0,8.43,9.4,96fc964d-88fb-4648-a725-1886deae5b46
0,84,1,0,0.0,0,138.6,102,41.0,9.95,7.8,af48132f-966f-4159-acb6-6aa80e73c77b
0,132,1,0,0.0,1,190.1,105,48.0,9.11,13.0,28424e7e-6b3c-4957-a326-16911d63184f
0,62,1,0,0.0,4,120.7,70,47.0,15.36,13.1,eb4d155b-2e9e-47a0-b048-b836ae4dca86
0,101,1,1,3.4,0,193.9,71,84.0,9.49,12.6,a085ff92-42e9-42f0-9469-5047a262ce73
0,105,1,1,3.08,1,141.2,96,69.8,8.39,11.4,27e4dfb1-4958-4aaf-b1d8-7066ba3f1ef6
0,65,1,0,0.0,1,136.1,112,47.0,13.65,4.4,f08c9902-c9dc-4f9b-9d68-edbbfd789919
1,136,1,0,0.0,1,250.2,121,66.0,13.36,13.0,b995538e-f704-4292-829b-64b031d48858
0,63,1,0,0.0,0,83.0,64,30.0,8.85,13.0,c7ce6b9d-078d-4ca5-8178-49c4df251669
0,55,1,1,3.38,2,189.3,95,76.8,5.93,12.5,bee38ce2-5ec2-4beb-b15a-ab919857e14d
0,136,1,1,3.54,0,90.4,105,68.4,10.07,13.1,0fdc97ae-061c-4fdf-b545-57f4cf232d03
0,80,1,0,0.4,2,149.8,123,53.0,13.82,10.9,f7c0ba3b-e39f-4433-97e7-05ebb08f9a9e
0,139,1,0,0.0,4,181.6,119,60.0,16.79,8.3,94de5473-4d10-43f2-92bf-843c6afeab6d
0,183,1,0,0.0,0,108.3,87,35.0,9.18,13.5,0eff198b-6d61-4f7a-a902-6fff986b10da
0,145,1,1,4.21,2,147.5,90,83.1,8.79,15.6,799f2595-b9f3-4aa6-81e9-a6a41aeb65b1
0,85,1,1,2.94,1,144.6,97,66.4,7.0,10.9,601da159-aaaa-4eb9-868a-7b032f5becea
0,147,1,1,2.81,3,251.5,107,91.1,11.71,10.4,f6163513-aa8d-42fd-8a7d-6ab63b1ee14e
0,86,1,0,0.0,1,150.5,92,36.0,6.02,9.0,82f0b577-9e6f-4de7-af29-4c4cfc7398e0
0,90,1,0,0.0,1,125.4,158,45.0,13.46,11.0,e11f0c86-b9bb-41f4-9713-970000b81f3c
0,94,1,0,0.22,0,137.5,118,43.2,10.16,13.4,6bd01b3c-5e9d-4182-aee4-4bd6992cdfa5
0,82,1,0,0.0,0,199.3,112,51.0,9.67,7.0,622adc88-08a9-41c6-8e36-dec39c7578eb
1,67,0,1,4.56,0,181.1,59,95.6,10.8,16.9,fbefc56e-74fe-469c-904c-26935c6223ba
0,141,1,1,2.73,1,148.6,91,64.3,6.56,10.1,4667367e-f114-43ad-a87d-12a10ce49b4d
0,144,1,1,3.29,2,251.6,87,92.9,9.88,12.2,34aaafd5-8c69-441d-ace2-a77447397cba
0,146,0,0,0.0,3,204.4,135,54.0,10.96,10.5,bb160e5f-e115-4c38-a22f-60d79be86d13
0,95,1,0,0.0,0,190.2,119,46.0,7.86,14.0,0a5e934b-c820-416f-96c9-941398243b5f
0,87,1,1,2.86,0,214.0,113,80.6,9.0,10.6,8beccfbc-3b59-47ea-9185-ee92a19c5b55
0,35,1,0,0.0,1,260.8,87,67.0,12.91,5.8,ef327a75-4823-46e1-9a91-1b2eb14d0fc9
0,58,1,1,3.02,1,240.4,80,81.2,5.95,11.2,77686fde-6861-4879-96f9-c9db326d19ff
0,110,1,0,0.0,3,188.0,127,40.0,4.53,15.3,b0e49a0c-c914-4bdb-9a27-d9328127c263
0,136,1,0,0.16,0,204.5,63,54.6,10.44,9.8,0dadff35-d3e7-4a3f-b006-eabcf505d423
0,91,1,1,2.46,1,216.6,101,76.6,8.66,9.1,95034b90-ebfe-427f-8994-702c754836dd
1,154,1,0,0.0,3,154.5,122,45.0,10.71,12.0,ae79a66e-fb98-4035-a0c0-c4e37d69652e
0,94,1,0,0.0,3,212.1,98,53.0,9.47,8.4,eaa080c8-0ea7-4bdb-9af4-d19d316f2779
1,61,1,0,0.0,1,260.0,123,63.0,10.53,9.0,d84d8bb7-a735-46f4-a7f3-934293a818e4
0,86,1,1,3.59,1,123.0,158,68.9,6.7,13.3,26104016-40e5-4fc6-8d6d-cf5821ead075
0,90,1,1,3.08,1,94.8,89,65.8,10.96,11.4,67f2c763-f71d-4c85-b62d-e7ab261bc477
0,115,1,1,2.59,1,142.1,124,65.9,9.17,9.6,9cc64087-dabb-4f32-a90d-4afce87f3da0
0,127,1,1,2.08,1,235.6,124,81.8,11.84,7.7,452f5dec-d66e-45be-99ab-cf196fbca780
1,117,1,0,0.39,5,118.4,126,45.9,12.47,13.6,802b2f88-3232-4093-9de7-6f1939456220
0,85,1,1,2.57,2,229.6,123,76.7,6.62,9.5,4a2339bd-5e1b-4397-82c8-f44a68e26533
0,111,1,0,0.0,4,222.2,96,52.0,8.13,11.9,8bcbde94-3246-4e94-b1fb-8d377104bc3f
0,128,1,0,0.0,0,125.2,99,39.0,10.27,18.9,c7d62b86-7a70-475d-bde2-21100a239a9e
0,80,1,0,0.23,3,202.4,118,59.3,13.01,9.2,9a7978ea-5e99-41ca-b6b9-9fe069027aac
0,75,0,0,0.29,1,153.2,78,46.9,10.54,7.8,2a04486b-a284-43b6-b75b-e9ccbbdf2f6a
0,105,1,1,2.86,2,209.6,68,77.6,7.35,10.6,4127d0c9-5a78-48b2-92a5-34731c1f5320
0,52,1,1,3.65,2,130.1,68,80.5,12.36,13.5,c3eeeead-25e7-438d-8c27-8e7012650110
0,98,1,1,2.62,0,278.3,89,82.2,4.67,9.7,127d5027-7582-48a9-a2e6-3b89365f546b
1,102,1,0,0.0,2,273.2,85,65.0,10.56,13.1,01e83c1e-d1d9-4fdf-bb22-45b2b1704e65
0,221,1,1,0.65,0,180.5,85,56.5,11.21,2.4,eec2764a-c6c8-49ae-85ee-3c36df62b62b
0,100,1,0,0.25,3,203.1,96,55.5,10.85,13.5,e1b3f9ed-a036-4bb4-9616-68b8a3c25cce
0,16,1,0,0.21,2,144.8,84,41.1,8.25,8.2,bb9f83db-f7a5-47c6-8077-39728a9c2269
1,85,1,0,0.0,5,165.8,96,45.0,9.5,10.9,66943f3f-8e8a-4fb3-a840-1c0f96eee333
0,114,1,1,3.48,1,125.2,79,71.8,8.89,12.9,37b6f9b7-107f-4157-8d8a-679d441c276f
0,78,1,0,0.0,3,139.2,140,40.0,9.57,11.8,1fd873f5-57be-4642-b3f1-94a9cf24abf1
0,41,1,1,1.97,2,239.8,110,79.7,11.1,7.3,713031f9-e982-417a-b078-bc4e5834676f
0,122,1,1,2.32,2,204.5,92,70.2,6.98,8.6,8fdb0700-38cd-4ccf-b08a-862b5a55260b
0,30,1,0,0.0,0,227.4,88,55.0,9.13,12.5,0e56ba6c-6600-44ac-abfc-fe2b698113ad
1,25,1,0,0.0,1,264.9,80,69.0,14.06,8.4,d54d33e2-2a5c-4126-9ac5-d2d498348393
1,113,1,0,0.0,5,61.2,111,19.0,4.62,13.7,a5b1c59b-e7a4-4b69-91f9-a9b8e8697537
1,119,1,0,0.0,5,159.1,114,47.0,11.57,8.8,aed3faff-3579-4958-96e3-784829c7fff3
0,80,1,1,1.03,1,190.3,115,65.3,12.83,3.8,965978ef-1075-4832-8ac4-699fbb0372d6
0,49,1,0,0.0,2,119.4,69,44.0,13.67,12.4,ff6ac017-6455-42b9-9eb1-5baf9ac735dd
0,63,1,1,3.29,1,190.0,137,75.9,5.83,12.2,05a92182-c419-4fbe-bfb3-1a84bdd2d28e
0,122,1,0,0.0,3,173.6,110,38.0,4.59,9.7,95af8ed2-13a2-4016-a194-767371b676a7
1,103,1,0,0.0,6,174.7,151,43.0,7.4,15.8,126c5496-0067-4b67-bd8b-a87e078618e0
0,189,1,0,0.25,3,227.8,124,56.5,8.48,5.6,16c27379-8f03-4023-b86e-ea4d10e8f45c
0,132,1,1,2.32,2,175.7,93,69.2,9.36,8.6,194ee9ed-1c05-4005-8812-e5ce91f86e96
0,59,1,0,0.42,1,150.2,70,46.2,9.29,12.1,641748fe-09e7-4bbd-890f-ab493aeb8eab
1,181,0,0,0.21,0,161.3,83,40.1,6.22,14.1,7c40518b-0adf-4c2d-a153-ced3d7c4aea6
0,110,1,0,0.0,0,148.4,95,42.0,9.69,6.9,0a3290d1-83a3-49e3-8e25-4eb94f0bc34e
0,71,1,0,0.21,0,211.2,70,60.1,12.64,12.3,d2705718-e706-401c-9767-44e5f8a07315
0,39,1,0,0.0,1,187.2,110,42.0,5.74,13.2,2f69ce75-722a-4f62-9fc2-3fb0ae46195c
1,98,1,0,0.0,4,271.4,119,63.0,9.52,11.1,a4ed2837-2ac7-47c3-85ea-b3093e9225f8
0,43,1,0,0.0,1,168.4,125,50.0,12.19,11.1,dddb9f8e-8aa9-4529-b10f-02bc9dabd8cf
0,92,1,1,2.7,2,152.0,95,77.0,13.75,10.0,851d5049-d7ff-421b-b7aa-4f70d28617a1
0,48,1,0,0.0,3,149.2,146,40.0,8.1,8.3,7bc805f0-011f-429e-9b7d-870d02c0e299
0,118,1,0,0.0,4,188.8,60,51.0,10.87,8.2,877a7c74-06f6-4bbb-9f58-52615afa6c2f
0,74,1,0,0.0,2,124.0,102,44.0,13.11,11.7,54659530-bf5b-4d23-ba8a-4dceb4d9ab8f
1,88,1,0,0.0,4,73.3,86,27.0,8.07,8.2,c2cd8de9-d33b-48c8-8418-8f40fa481e81
0,74,1,0,0.0,0,177.4,136,51.0,12.02,12.0,7dc1d3a6-1eaf-484a-9602-dfbb16a9d184
0,115,1,1,1.51,2,133.3,110,54.1,9.29,5.6,58ca4046-1390-4cec-a000-adc4f7c5e7ed
0,158,1,0,0.14,0,205.2,97,57.4,12.03,14.4,31dbf30a-a084-415d-a50d-b8425004e831
0,129,1,0,0.0,1,101.4,145,39.0,12.46,7.1,3b74d9e9-fd57-409b-a730-946918eb6904
0,179,1,0,0.0,1,170.7,54,46.0,9.56,13.3,ee2dc911-c2ee-4231-90c6-3c871a3e83dd
0,8,1,1,1.3,1,242.9,67,69.0,8.55,4.8,c2dedd47-5210-4954-9e6d-5d38e7db0f4a
0,156,1,0,0.33,1,178.8,94,49.3,8.92,7.5,2b69b534-d035-436c-9486-8d078d827a09
0,102,1,0,0.0,1,224.7,81,50.0,6.47,15.8,27a23668-4192-4b02-b896-fa6a29cad8ed
0,79,1,0,0.0,3,222.3,99,51.0,7.31,8.9,b24a2f4e-dfc5-4bc5-8be9-2cf81191d6d5
1,161,1,0,0.0,2,322.3,100,75.0,11.52,7.8,c3c79a5c-b065-4a01-bb88-22dab6e2f689
0,41,1,1,4.64,2,194.4,63,101.4,12.75,17.2,6480e783-9ce3-4453-bfa1-75c2be6da54d
0,174,1,0,0.0,1,192.1,97,48.0,8.5,11.4,235da85c-4eac-4af0-9e72-36ba3211410b
1,96,1,1,2.78,5,172.7,93,67.8,6.01,10.3,c5d90d8f-d2e3-48a7-b513-2a6e3d853de4
0,35,1,1,1.35,2,181.2,76,59.5,8.88,5.0,b2add601-c040-42d3-ad4d-2d15968d252e
0,72,1,0,0.2,2,141.3,133,38.0,6.75,11.2,beeeeafb-089d-450a-8eb8-b068bd771417
0,73,1,1,1.7,2,173.7,117,64.0,10.2,6.3,247e2ad9-f3d7-455a-88f1-1b2351763f17
0,113,1,0,0.0,1,193.8,99,52.0,11.07,10.6,aec1fd88-912e-4c3e-8b7d-e04d18fb7253
0,48,1,0,0.0,4,197.7,64,46.0,6.84,13.2,38dd8428-63fe-4016-8042-8ceb627f871a
0,107,1,1,3.24,1,248.6,91,85.4,5.97,12.0,c62b96c3-03fc-43ea-82af-0cb72e9e8ce7
0,59,1,0,0.28,3,160.9,95,51.8,12.56,5.0,a1726451-9a76-459a-8c62-7176197291ef
0,53,1,1,1.94,0,146.8,107,71.4,15.5,7.2,e7a62f39-1b5a-46f1-9241-77be1a589543
0,13,1,0,0.0,2,220.4,100,56.0,10.56,13.6,f545ec97-6a07-421f-bdae-88035849ea47
0,120,1,1,1.94,2,221.9,114,79.4,12.74,7.2,2902f1a2-f155-4a11-823a-ca9561d46dbe
0,52,1,1,2.21,0,169.3,88,70.1,11.3,8.2,a4de5adb-b7eb-438f-a6a5-09821384a93d
1,92,1,1,1.73,1,201.3,130,69.3,10.19,6.4,9b74fe4f-8c6a-4bda-b774-adbb63771a56
0,153,1,0,0.0,1,193.8,90,50.0,9.77,8.5,87666498-37fa-4ad7-92fe-bd16c445b593
0,77,1,0,0.0,2,163.0,112,47.0,10.96,6.7,dcc6b888-dcbc-4ee1-8421-08661a0c6fd3
1,80,0,0,0.0,1,276.5,122,64.0,9.78,7.2,db53f011-f678-43fc-8e03-19b0fada7338
0,76,1,1,2.57,3,160.1,107,67.7,8.44,9.5,95a34b55-96d9-4042-b5bd-4e4739ab041d
1,47,0,0,0.0,0,47.8,120,24.0,8.95,13.3,1f6961ae-56db-4c77-8e97-3e57283dc466
0,63,1,1,2.32,1,30.9,113,45.2,9.35,8.6,b0c6a436-e3cc-4d9a-bdfc-ce67cb78f80d
0,67,1,0,0.0,2,138.9,65,42.0,10.45,9.2,2e784fe4-67e9-4331-bf1c-a177f39b61b9
0,64,1,0,0.0,2,174.5,98,45.0,9.01,10.7,bededb7c-027c-4278-9514-748b9ed2d1e4
0,72,1,0,0.27,0,272.4,88,58.7,5.4,12.7,8cd7a610-b44c-4023-b40b-88fde5342e78
0,41,1,0,0.0,2,237.8,92,60.0,11.18,10.2,56d1dfb3-21e3-47c2-8f29-e0e3089cf866
0,33,1,0,0.0,3,184.4,111,49.0,10.19,9.3,8a482164-c7cd-4746-9684-d894fe8385e0
0,109,1,0,0.0,3,154.8,82,51.0,14.39,5.9,768e0931-cf96-4632-9a2c-6e8a269408d3
0,57,1,0,0.0,0,169.6,96,49.0,11.74,11.2,8a8cc0c1-1f36-4731-826f-00689e46c63f
0,116,0,0,0.3,3,215.4,104,58.0,10.24,12.6,e7d8cad6-ee22-4280-9411-bde2ddc95b2a
0,125,1,1,2.75,1,120.5,104,67.5,11.39,10.2,4cb1a395-70df-4d3d-8dd4-9598a56cde66
0,140,1,0,0.38,0,112.8,89,36.8,7.84,16.3,2742fc88-239e-476f-95b7-ccb4328e5d37
0,30,1,0,0.0,3,137.6,108,38.0,8.1,5.8,fc3617d5-a8f9-4179-b646-1aa4318392ec
0,121,1,1,3.24,1,116.0,85,65.4,7.51,12.0,1238f8b5-4c9f-4fbc-940e-78fab04ff2a0
0,110,1,0,0.0,1,135.1,109,41.0,10.26,11.7,79c12716-aca0-4c9c-af05-08d4d02403b6
0,69,1,1,1.59,1,155.0,98,54.9,7.12,5.9,7c4ef84c-4b0b-42fe-bca7-d110910386c3
0,95,1,0,0.0,1,135.0,99,39.0,9.18,12.5,c01de8be-a091-49b4-85b7-1e920186a705
0,128,1,1,2.32,0,179.3,104,73.2,11.3,8.6,2363f70d-3e87-46fa-8d05-3cda7b751658
0,71,1,1,3.21,1,183.2,103,81.1,10.47,11.9,c47e1398-bde0-4c47-a89d-72f6a0d7680b
0,146,1,0,0.0,0,189.3,77,46.0,7.8,7.4,871ff145-1a38-407f-99b6-d77c8310af9b
0,80,1,0,0.0,0,151.5,89,37.0,6.59,11.8,33559c0d-4ab5-4f90-870f-2bf25be9bd39
0,93,1,0,0.0,0,149.6,120,43.0,10.04,14.3,24416207-411b-425e-8ae4-f000f41c2451
0,41,1,1,1.94,0,213.8,102,68.4,7.09,7.2,409ac9b9-f066-420c-b729-fa98df3c286a
1,52,0,0,0.0,0,251.4,118,60.0,9.83,11.0,82c0d6ac-ffb7-4432-8fea-16c56718322e
1,154,1,0,0.0,1,350.8,75,79.0,10.83,10.1,5da092b8-4983-432d-b9a7-20cf9e438f9b
0,54,1,1,2.48,3,206.9,143,71.8,6.39,9.2,45196099-c946-425d-9a99-616d27f469d2
0,120,1,0,0.0,1,165.0,100,56.0,15.86,8.3,92b21407-0fb7-4887-be86-6ae1cecd37ee
0,69,1,0,0.0,1,135.4,101,44.0,11.91,10.6,034fbacf-d86a-44ed-841d-4f9a073850fe
0,146,1,1,2.11,1,202.5,91,76.1,12.07,7.8,92ae6eb2-ed66-48b0-a00b-af4387eb3e4d
0,82,1,0,0.0,1,197.7,101,45.0,6.38,13.5,ea690cee-4c04-4bf7-9a9e-a01aed00c75c
0,99,1,0,0.0,1,159.7,83,41.0,7.77,8.4,e6c6c289-7bc0-45ea-9811-7d7412a99d95
0,190,1,0,0.17,2,182.2,101,51.7,10.62,9.3,57036359-eab0-4f4b-bb85-19c2f59eb8a9
0,150,1,0,0.0,1,214.0,117,53.0,9.62,7.9,1972fb01-3d5e-4678-8d55-58bb625783a2
0,19,1,1,3.05,1,156.6,97,76.5,11.21,11.3,fcc06fb3-00a2-46a5-84a9-ccd6ff2d7c63
0,132,1,1,2.78,1,174.5,101,78.8,12.28,10.3,5bda7acf-b63c-47f0-ad07-83ecc01fcd0e
0,125,1,1,1.46,1,201.3,117,52.6,2.11,5.4,5530ac2f-1389-460b-aafb-21d3cfb23819
0,78,1,0,0.0,1,87.7,74,34.0,10.74,10.8,34b6cb8a-1948-4d6f-905c-26a802bb9e3f
0,46,1,0,0.0,1,90.4,108,39.0,13.81,12.7,978b4e0b-5a82-435c-995f-26586658b042
1,45,1,0,0.0,1,78.6,106,30.0,9.37,7.4,949d4bb0-779d-4ba6-b30a-d0172a29bddb
0,65,1,0,0.0,2,158.8,53,44.0,9.43,9.8,7f5e70b9-664b-4129-866c-c43b07ab980f
0,116,1,1,2.21,3,155.7,104,65.1,9.27,8.2,91ced8d9-9a4f-41ca-be6e-031ed3d7daac
0,101,1,1,2.7,2,238.0,88,86.0,10.48,10.0,f53b50f1-f659-4507-8904-801e7c1df4fc
0,28,1,0,0.0,3,168.2,87,43.0,8.09,10.1,a0fb0f96-9782-4705-9004-d260fc45efdc
0,7,1,0,0.0,3,206.7,87,60.0,14.06,11.0,fc3f13b4-37b3-4989-9057-190564c80a9e
0,92,1,1,2.62,0,134.0,112,67.2,10.3,9.7,7538d922-cccb-4d43-9e10-e265fd1570b4
0,80,1,1,2.89,4,166.4,92,77.9,11.92,10.7,d1077eca-e16f-4f7b-99e8-fb3c1c45170c
0,127,1,0,0.0,1,102.8,128,30.0,7.19,10.0,2d28afc5-9389-480b-b399-5cfaeb03a220
0,42,1,0,0.0,1,92.2,108,34.0,10.56,13.1,1f9c8be3-45d2-4183-917f-3543b9ebdc2d
0,70,1,1,2.65,1,249.5,101,91.5,12.99,9.8,3848c305-1a33-4ce5-9f13-0d884fd41cf2
0,65,1,1,3.24,1,282.3,70,93.4,7.6,12.0,008639aa-ce6f-4395-8d3f-0e6ea8a8e158
0,166,1,0,0.21,1,181.4,108,55.1,12.69,11.6,1f4c72fd-36db-4d1b-8abd-46a5a5620e64
0,173,1,0,0.0,1,191.4,114,47.0,8.43,10.3,6bf33aad-fa9f-43c9-be9b-2a23276647e9
0,125,1,0,0.0,1,137.1,94,42.0,10.49,8.6,fb7c94ce-0c26-40ac-8723-6a7c695f6a42
0,129,1,0,0.37,0,98.0,99,41.7,12.04,10.5,286cdc69-3d92-418c-ba40-3dddb9b70ea0
0,86,1,0,0.0,1,92.8,92,30.0,7.98,8.8,bb4d8dd3-14f8-4984-b08c-c437b4f0aeaf
0,87,1,0,0.29,1,146.3,108,42.9,8.59,5.3,7dae2cb0-1d8d-40c2-86fe-617b7e7bba96
0,100,1,0,0.0,1,115.9,87,30.0,5.57,7.1,1f63b7ac-d9e9-4738-ac74-e5f261577eda
0,51,1,0,0.0,1,181.5,108,48.0,9.85,10.3,4494d0a7-98b7-457b-8dec-ae82d8aae70c
0,66,1,1,2.16,2,229.4,104,82.6,12.87,8.0,5ec4a483-5f26-4db1-9ac8-b38aa8119e56
0,107,1,1,3.21,1,201.8,79,93.1,15.25,11.9,0b469b28-fe5c-4c7b-89e2-57001e4365ea
0,80,1,0,0.0,1,199.8,138,49.0,8.36,5.5,eabde69e-b944-47e5-a920-bf83a33d7def
0,20,1,1,1.92,0,171.5,98,62.2,7.66,7.1,4086f527-3e65-4ffc-9d1e-8f62fe11dce3
0,51,1,0,0.0,2,180.5,88,43.0,6.74,10.0,897fd42e-3a96-4b1d-bf48-bdf6f80be4b2
0,94,1,1,3.46,1,170.1,124,80.6,9.67,12.8,648a8743-bed2-4b81-b159-2b6f8bde121c
1,82,1,0,0.21,0,300.3,109,69.1,9.05,11.7,52afd05a-01a3-4a31-bfdd-08a2bcce72f7
1,188,0,1,3.89,1,198.8,115,86.9,8.33,14.4,ab28e541-fefc-46e3-9d1a-df885c1e880f
0,42,1,0,0.0,0,241.2,134,51.0,5.83,10.6,066eaabf-a459-4f39-a512-97b82b5f76b3
0,78,1,0,0.0,0,208.9,119,57.0,12.62,12.8,00806431-03f4-47f5-8454-559d8f503d53
0,55,1,1,1.97,1,207.7,91,72.7,9.99,7.3,c2cd3378-04f7-4ba3-8c5a-5e41f0da6f32
0,124,1,0,0.0,1,184.8,74,47.0,8.76,10.5,b542c551-33e1-4f2a-8609-3bf7ee9773e9
0,96,1,1,2.78,3,248.8,124,82.8,7.02,10.3,2ab5f60b-6408-4f6c-a022-8f78dab1d82a
0,100,1,1,2.65,0,224.7,121,90.5,14.7,9.8,5ec0df2e-5484-4e01-9f80-b82ae7351066
1,91,1,0,0.0,5,154.4,165,41.0,8.42,11.7,27850b55-202c-4ad0-b473-579fcc8e2faa
0,95,1,0,0.0,0,69.4,79,29.0,9.54,8.9,eb9535bb-72b4-4ee6-b77c-bb84809a29ad
0,84,1,1,1.54,2,106.5,65,53.4,11.29,5.7,1c79a8ca-b8f6-4d8c-9f27-f1dc469f9858
0,154,1,0,0.0,0,166.9,99,42.0,7.75,7.2,fac30d70-f7e7-4d41-a047-9879298eaf1b
0,96,1,0,0.36,1,106.6,128,46.6,14.24,14.9,bf793ab6-6c7a-41c9-a417-ff7d185aa341
0,160,1,0,0.17,1,216.8,77,56.7,10.37,5.6,2106e8ce-d7be-4e8f-919b-f20b389b2ae1
0,16,0,0,0.0,0,110.0,91,32.0,7.37,6.4,cc909f34-461b-4596-abd9-5a90d837cb20
0,116,1,1,2.97,1,182.8,122,79.7,10.64,11.0,87569de6-4584-4872-a0fb-eb4d1117c0ed
0,37,1,0,0.0,3,191.4,116,47.0,8.37,14.0,4d76cc68-fa9a-420c-b338-62d2d6250d1b
0,114,1,0,0.0,0,191.5,88,48.0,8.76,0.0,3ce4f594-7602-4a83-a962-8471f427ff58
1,92,1,0,0.0,2,184.7,60,54.0,13.1,12.3,9bdd9bb1-9fe2-4cfc-9958-858fd36414ed
0,86,1,1,3.43,2,261.2,122,97.3,10.71,12.7,723b17d4-1170-431b-a179-d356741220bc
0,105,1,1,2.3,0,193.5,85,75.0,11.01,8.5,31f2c2d4-dc55-4cc3-bb88-777fea013648
0,118,1,1,2.57,1,289.5,52,89.7,8.33,9.5,a06a54fe-51a5-4c37-aa7d-e5fbff7c645c
0,59,1,1,2.38,1,211.9,120,77.8,10.15,8.8,9084cab8-f2cc-4fbd-a78a-ec9315a314ec
1,100,1,0,0.0,4,113.3,96,37.0,9.9,11.7,dea8783d-b801-4545-b8bd-882fe8e97caf
0,45,1,0,0.0,1,142.4,107,52.0,15.94,11.1,ff108ede-0929-4b64-9b05-d3bd3c56164f
0,107,1,1,2.21,1,134.2,101,63.1,10.6,8.2,e522bbb8-98f7-409c-8de2-a11d1ce7f52b
1,122,1,0,0.0,1,231.2,141,63.0,13.39,8.8,61066bc5-c166-4f8b-8b90-c149958f1cdb
0,131,1,1,2.54,1,135.9,60,68.4,11.66,9.4,f49187a1-1da5-4687-b852-f42030947185
0,38,1,0,0.0,2,131.2,98,37.0,8.15,8.2,b97c7d7e-3bd8-4a77-8609-f8bd895e444a
0,103,1,0,0.24,5,167.8,121,49.4,10.65,13.0,bb5c32dd-7e2a-4cbe-9133-2fb39a5849b7
0,85,1,1,3.11,1,173.1,107,82.1,12.36,11.5,d0529d03-9948-424b-bbd2-0078e3542c9f
0,33,1,0,0.0,2,182.5,65,51.0,11.61,7.5,bfd0197a-ad3c-442f-bb05-2b8f80d787d9
0,75,1,0,0.0,2,147.5,110,42.0,9.59,16.4,20a5f0a1-43df-401d-bbe7-450a30f7d56e
0,91,1,1,2.48,0,162.3,107,72.8,11.7,9.2,7fd5b87f-6b59-4b3b-a33d-eb13b6c7bd34
0,148,1,1,4.73,1,93.6,137,80.3,9.69,17.5,d50e375e-2876-4ba9-8d96-2dc68eea7ade
0,105,0,0,0.0,0,228.4,100,52.0,7.26,7.7,628c14fb-97a0-45f0-8627-182be653536b
0,129,1,1,2.78,2,193.0,99,79.8,11.24,10.3,c1658090-1664-4000-9bf8-48f68e31ea75
0,98,1,0,0.0,3,72.8,107,29.0,9.32,10.5,d4b1ebbe-d163-4217-9987-284d9ce8387b
1,109,1,0,0.0,1,264.7,69,71.0,15.25,9.5,b61b2c14-08ea-4d41-b713-231c99018fdb
0,96,1,1,3.05,1,261.3,96,94.5,11.05,11.3,cb9cd517-387d-40bf-898d-5312651472c3
0,191,1,0,0.0,1,162.0,104,49.0,12.06,10.9,6f3f736e-2bfa-4971-8f72-671518d7db91
0,110,1,0,0.0,0,162.0,81,49.0,12.38,8.9,1dc07da1-3bc0-466b-8a42-8e1230419df5
1,129,1,0,0.23,1,137.8,120,45.3,11.29,10.2,910e7f5b-3424-4293-b60d-9b54dd085daa
0,67,1,0,0.42,1,167.8,91,47.2,8.39,8.4,40223922-7577-4347-9ee6-a77a9ce47316
0,52,1,0,0.32,3,191.9,108,59.2,13.49,7.8,f8e211bb-7811-4e05-9ab5-6799dd2702c5
0,59,1,0,0.0,1,204.3,65,56.0,12.37,12.0,61adca35-1bd2-448d-9bdc-7ef6c8e47386
0,106,1,0,0.0,2,147.9,97,43.0,10.47,8.8,83cc40ba-ab90-4068-b5fd-90edb0b7cbef
0,108,1,1,2.94,1,165.1,85,80.4,13.35,10.9,0a0bf8a4-eb15-4798-a217-c27beedfa9ae
0,165,1,0,0.0,0,216.6,126,54.0,9.54,12.4,610c684b-2dba-41cc-a80a-d612997927f2
0,95,1,0,0.0,1,134.4,104,36.0,7.62,9.4,63311845-e5e7-4fa1-9e8b-829dd8576c1d
0,71,1,0,0.0,2,103.3,103,30.0,6.93,9.0,be1d743d-6941-4031-a38d-c3d2f5d3fe23
0,64,1,1,2.43,3,228.6,88,84.3,12.43,9.0,36a60b0e-13c0-45d8-95f9-82f6f41223ae
0,52,1,0,0.0,1,204.4,97,58.0,13.66,11.0,27ea3ec4-4a7a-4030-aa0e-c9758b7a8341
0,193,1,0,0.0,1,170.9,124,41.0,6.62,11.6,107f13d4-1d69-41b8-a3e4-6fa0328c3b69
0,62,1,0,0.0,2,189.5,122,42.0,5.19,10.8,f23597ce-fef1-437f-afd8-39b1c02cbc9d
0,124,1,0,0.0,3,158.6,104,45.0,10.56,10.2,fdc27141-2657-4820-835c-f437421335c4
0,109,1,0,0.0,1,184.1,143,50.0,10.59,9.9,4057f55f-c238-4916-8dc7-8044990e7826
0,150,1,1,1.94,0,209.8,112,68.4,7.75,7.2,d646315c-e4fa-4425-9a7f-5a06ca876d6c
1,74,1,0,0.0,2,174.1,96,51.0,12.56,8.3,271d8284-bb39-4e96-b2d0-9fe5449d8177
