Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0,64,1,0,0.29,3,113.8,97,38.9,9.62,10.4
0,100,1,0,0.0,0,78.7,98,33.0,11.28,14.0
0,132,1,0,0.0,0,81.1,86,35.0,12.26,10.3
0,68,1,0,0.41,3,131.6,89,39.1,6.85,10.2
1,122,1,0,0.0,4,296.4,99,69.0,10.74,11.4
0,163,1,0,0.0,5,202.9,100,50.0,8.93,12.8
0,143,1,1,2.57,1,239.2,109,86.7,11.78,9.5
0,132,1,0,0.0,3,240.1,115,57.0,9.02,8.0
0,63,0,1,2.97,1,199.0,110,88.7,14.57,11.0
1,62,0,1,3.56,0,218.4,93,93.6,11.84,13.2
0,103,1,1,1.86,1,111.8,85,58.6,11.98,6.9
0,144,0,0,0.27,0,150.0,69,52.7,14.3,9.4
0,90,1,0,0.28,2,114.4,122,33.8,6.39,10.1
0,152,1,0,0.22,2,101.2,122,32.2,7.08,7.5
0,72,1,0,0.0,4,217.8,93,54.0,9.49,10.4
0,54,0,0,0.0,1,214.1,77,57.0,12.03,10.1
0,60,1,0,0.0,1,145.0,133,43.0,10.46,14.6
0,137,0,0,0.34,2,174.0,123,47.4,8.07,11.4
0,161,1,0,0.0,1,151.6,117,45.0,10.97,4.0
0,124,1,0,0.0,1,191.3,134,55.0,13.08,10.0
0,151,1,0,0.0,1,134.5,88,36.0,7.16,15.4
0,152,1,0,0.0,1,206.3,98,60.0,14.64,10.6
1,123,1,0,0.0,2,236.2,135,64.0,13.7,10.1
0,54,0,0,0.0,3,236.3,91,54.0,7.64,11.2
1,96,1,0,0.0,1,276.9,105,69.0,12.35,10.3
0,136,1,1,2.57,2,179.4,88,71.7,9.06,9.5
0,43,1,0,0.26,2,159.5,99,40.6,5.99,6.8
0,43,1,0,0.36,0,230.2,147,58.6,9.34,9.2
0,11,1,1,1.89,1,209.8,130,71.9,9.83,7.0
0,135,1,0,0.0,1,190.9,44,47.0,8.07,8.4
1,125,0,1,4.59,1,260.8,81,104.9,8.19,17.0
0,166,1,0,0.23,0,152.1,95,39.3,6.05,9.8
0,120,1,0,0.36,2,98.2,99,36.6,9.34,9.3
1,108,1,0,0.0,0,198.5,99,57.0,13.39,9.4
1,93,0,0,0.0,1,131.4,78,42.0,10.99,11.1
0,130,1,0,0.35,1,162.8,113,56.5,14.52,7.2
1,54,1,0,0.0,1,272.6,83,68.0,12.44,9.5
0,105,1,0,0.3,1,146.4,81,48.0,11.26,8.5
0,60,1,0,0.0,1,221.1,106,53.0,8.93,7.4
0,138,1,0,0.18,1,230.1,107,59.8,10.6,13.2
1,131,0,1,3.73,4,292.9,101,104.3,9.99,13.8
0,113,1,0,0.0,1,155.0,93,55.0,16.53,13.5
0,127,1,0,0.0,2,202.1,103,54.0,11.47,11.5
0,141,1,0,0.0,1,151.5,104,47.0,12.11,10.8
0,37,1,1,2.81,0,264.7,81,92.1,10.83,10.4
0,105,1,1,2.4,1,186.9,114,78.0,12.82,8.9
0,42,1,1,2.19,0,163.8,80,64.9,8.89,8.1
0,102,1,0,0.0,0,114.8,125,27.0,4.1,12.0
0,164,1,1,3.86,1,219.1,88,89.6,7.58,14.3
0,153,1,1,2.54,0,218.5,130,74.4,6.71,9.4
0,69,1,0,0.29,3,195.3,70,54.9,10.84,12.5
0,67,1,1,2.03,1,245.4,89,75.3,7.41,7.5
0,162,1,0,0.0,2,135.2,98,44.0,12.1,10.2
1,97,1,0,0.0,0,225.1,90,63.0,13.98,8.8
0,119,1,1,3.05,0,217.2,94,79.5,6.94,11.3
0,72,1,0,0.31,2,139.9,117,46.1,11.18,12.7
0,99,1,1,2.08,3,244.1,71,79.8,10.17,7.7
0,129,1,0,0.0,2,157.0,113,49.0,12.85,12.1
0,41,1,0,0.0,1,207.2,138,54.0,10.71,11.9
1,103,0,0,0.0,1,255.9,128,56.0,7.05,12.1
0,172,1,1,2.38,1,274.9,102,86.8,9.33,8.8
1,61,1,0,0.0,1,267.1,104,61.0,9.02,17.3
1,100,1,0,0.34,4,107.0,63,31.4,5.29,12.8
0,107,1,1,3.0,0,60.0,102,49.0,5.11,11.1
0,93,1,1,2.65,1,117.9,131,61.5,8.23,9.8
0,125,1,0,0.0,0,168.6,99,44.0,8.78,10.9
0,43,1,0,0.0,0,135.8,125,37.0,8.16,12.6
0,111,1,0,0.0,1,214.3,118,55.0,10.43,12.0
0,131,1,0,0.0,2,263.4,123,58.0,7.6,10.7
0,180,1,0,0.4,1,143.3,134,44.0,9.03,10.1
0,148,1,1,2.67,1,158.7,91,67.7,8.03,9.9
0,110,1,1,1.7,1,192.3,114,61.0,6.47,6.3
0,82,0,0,0.0,3,208.8,101,54.0,10.69,12.4
1,98,1,0,0.2,0,217.2,121,65.0,15.17,12.4
0,129,1,0,0.0,1,161.3,122,47.0,11.03,9.6
0,73,1,0,0.0,0,203.3,45,47.0,7.1,8.5
1,76,0,0,0.34,1,241.0,120,64.4,11.59,9.9
0,150,1,0,0.36,3,126.0,99,45.6,11.93,10.2
0,112,1,0,0.27,2,217.1,76,57.7,10.26,9.4
0,177,1,0,0.0,1,189.5,99,48.0,8.82,14.2
0,73,1,0,0.43,1,194.8,112,52.3,8.36,10.8
0,139,0,0,0.0,0,161.5,121,44.0,9.65,11.2
0,125,1,0,0.0,0,206.0,128,52.0,9.91,13.2
0,121,1,0,0.0,1,179.4,70,43.0,7.15,11.2
1,136,0,0,0.0,3,199.6,89,52.0,10.57,11.0
0,86,1,1,2.65,2,99.9,84,66.5,13.18,9.8
1,201,1,0,0.0,1,225.9,110,64.0,14.96,11.2
0,36,1,1,2.46,1,152.8,110,71.6,12.14,9.1
0,95,1,0,0.0,4,238.1,65,57.0,9.36,11.8
0,94,1,0,0.0,1,163.5,136,41.0,7.19,12.6
0,126,1,0,0.0,0,161.4,110,47.0,11.03,5.1
0,87,1,1,3.02,0,143.5,106,74.2,11.18,11.2
0,22,1,1,3.43,3,182.1,94,79.3,8.23,12.7
0,47,1,1,2.08,2,165.0,89,59.8,6.37,7.7
0,171,1,1,2.75,3,223.2,77,81.5,9.16,10.2
0,86,1,0,0.0,3,124.1,82,39.0,10.13,6.7
0,82,1,1,2.38,2,163.8,77,63.8,6.75,8.8
0,165,1,0,0.0,0,209.4,67,59.0,13.69,12.8
0,107,1,1,3.7,1,161.6,123,82.0,9.78,13.7
0,95,1,0,0.0,3,141.1,84,42.0,10.57,5.9
0,114,1,1,2.27,4,225.8,94,77.7,9.65,8.4
0,110,1,0,0.29,2,149.8,112,43.9,9.0,11.7
0,118,1,0,0.0,0,140.4,112,40.0,9.36,7.9
0,124,1,0,0.0,1,188.5,77,48.0,9.1,6.1
0,124,1,0,0.0,1,131.8,82,47.0,14.22,11.3
0,149,1,0,0.0,0,237.6,79,57.0,9.62,9.1
0,107,1,1,2.97,2,219.4,92,82.7,9.03,11.0
0,156,1,0,0.0,1,237.7,122,56.0,9.08,7.7
0,94,1,0,0.0,0,181.3,135,47.0,9.12,6.7
1,139,1,0,0.0,1,236.6,109,55.0,8.5,11.1
0,123,1,1,0.78,0,146.6,87,42.8,5.74,2.9
0,110,1,0,0.33,1,208.0,69,47.3,4.76,8.0
0,110,1,1,2.62,1,236.3,102,83.2,9.8,9.7
0,74,1,0,0.0,0,221.1,124,48.0,5.54,10.6
0,71,1,0,0.0,3,197.9,108,50.0,9.08,6.7
0,117,1,0,0.0,2,149.9,95,48.0,12.81,13.3
0,48,1,0,0.2,1,275.2,67,65.0,9.01,7.9
0,91,1,1,1.78,3,204.6,96,64.8,6.8,6.6
1,37,1,0,0.0,2,239.9,120,64.0,13.08,8.9
0,81,1,1,2.62,0,210.4,100,81.2,11.28,9.7
0,108,1,1,2.35,3,170.7,88,62.5,5.5,8.7
0,168,1,0,0.37,2,183.2,131,50.7,8.96,9.9
0,108,1,0,0.0,0,199.3,104,53.0,11.21,15.2
0,155,1,0,0.34,1,184.6,102,52.4,9.8,7.8
0,111,1,0,0.35,1,78.3,119,34.5,9.91,12.1
1,182,1,0,0.0,2,279.1,124,63.0,9.03,9.5
0,153,1,0,0.0,1,195.4,107,47.0,7.73,11.6
0,136,1,0,0.0,1,152.6,97,44.0,10.45,5.0
1,122,0,0,0.0,0,230.9,132,60.0,12.16,11.0
0,120,1,1,0.0,1,128.5,115,36.0,8.19,0.0
0,137,1,0,0.0,0,208.8,120,55.0,11.27,11.1
0,77,1,1,2.73,1,149.4,74,63.3,6.2,10.1
1,111,1,0,0.0,4,176.9,128,39.0,5.14,10.5
0,78,1,1,2.57,2,160.6,85,72.7,11.16,9.5
0,145,1,0,0.0,2,129.4,97,38.0,9.27,1.1
0,51,1,0,0.0,0,227.2,89,56.0,9.72,14.9
1,69,0,0,0.0,2,279.8,90,69.0,12.44,8.4
1,96,1,0,0.0,1,180.6,92,47.0,9.55,10.3
1,139,1,0,0.0,5,134.4,106,41.0,10.57,10.2
0,47,1,1,2.11,1,141.3,94,60.1,8.4,7.8
0,75,1,0,0.0,1,111.7,121,40.0,11.87,13.1
0,128,1,0,0.0,2,268.1,95,56.0,6.03,14.4
1,137,0,0,0.21,0,258.0,112,67.1,12.33,10.9
0,174,1,0,0.0,0,235.5,108,53.0,7.12,12.5
1,110,1,0,0.0,2,271.1,108,67.0,11.85,9.8
0,61,1,1,2.32,0,288.7,101,90.2,10.19,8.6
0,52,1,1,3.65,1,133.3,63,75.5,9.21,13.5
0,77,1,0,0.0,0,189.5,112,50.0,10.35,9.2
1,60,1,0,0.0,2,289.8,101,71.0,12.78,11.7
0,195,1,0,0.0,0,63.2,108,30.0,11.01,5.1
0,53,1,1,3.24,2,167.3,99,77.4,9.74,12.0
0,52,1,0,0.0,1,215.9,67,56.0,10.85,5.2
0,136,1,0,0.3,2,142.3,79,41.0,7.9,6.0
0,105,1,0,0.4,4,211.1,99,55.0,8.84,14.7
0,150,1,0,0.26,1,146.3,133,45.6,10.14,13.1
0,50,1,0,0.0,3,188.9,94,50.0,10.2,11.6
0,131,1,1,3.62,1,156.6,134,69.2,3.55,13.4
0,149,1,0,0.0,1,187.6,83,50.0,10.07,8.8
1,99,1,0,0.12,7,135.7,107,42.2,10.42,8.8
0,120,1,0,0.0,2,252.0,120,56.0,7.51,9.6
0,149,1,0,0.0,2,175.4,80,47.0,9.87,9.7
1,97,1,0,0.0,4,120.8,96,35.0,8.49,11.9
0,133,1,0,0.0,0,227.4,90,45.0,3.66,4.7
0,127,0,0,0.26,2,180.9,114,51.6,10.48,7.4
0,65,1,1,3.38,4,208.8,119,81.8,7.11,12.5
0,70,1,0,0.17,0,126.3,99,35.7,7.08,9.6
1,73,1,0,0.0,1,286.4,109,64.0,8.91,10.7
1,71,1,0,0.0,0,238.0,82,65.0,13.93,11.8
0,103,1,0,0.33,0,189.8,110,46.3,5.78,12.2
0,116,1,0,0.0,0,160.7,69,40.0,7.34,8.2
0,155,1,1,2.32,0,195.9,91,75.2,10.7,8.6
0,117,1,0,0.0,1,143.3,103,43.0,10.57,11.5
0,165,1,0,0.0,6,154.2,91,50.0,13.43,10.9
0,71,1,0,0.0,0,104.0,92,35.0,9.85,14.6
0,117,1,0,0.41,2,144.6,115,51.1,12.94,7.4
0,112,1,0,0.0,1,243.4,77,57.0,9.11,12.8
0,147,0,1,2.19,3,219.9,118,77.9,10.43,8.1
0,101,1,0,0.0,3,248.6,102,58.0,8.75,6.1
0,27,1,0,0.0,0,193.8,102,44.0,5.95,9.2
0,127,1,1,3.02,1,183.2,117,72.2,6.34,11.2
0,55,0,0,0.0,1,269.6,121,61.0,8.59,8.2
0,81,1,1,3.16,3,115.9,120,71.6,11.83,11.7
1,123,1,0,0.0,5,242.2,87,61.0,11.31,8.2
0,114,1,0,0.0,2,155.3,75,41.0,8.5,12.6
0,162,1,0,0.0,1,220.6,117,51.0,7.76,10.5
1,61,1,1,2.75,2,105.0,78,61.5,9.03,10.2
0,97,1,0,0.0,3,218.0,86,53.0,9.2,6.4
0,71,1,1,3.81,1,175.7,82,90.1,12.95,14.1
0,128,1,0,0.0,4,199.3,86,51.0,9.74,14.3
1,111,1,0,0.0,1,294.7,90,76.0,14.73,10.8
1,113,1,0,0.0,2,128.7,100,42.0,11.36,9.2
0,68,1,0,0.0,2,143.6,80,36.0,6.72,15.5
0,60,1,0,0.0,3,193.9,118,41.0,4.25,13.2
0,150,1,0,0.0,1,169.2,123,48.0,10.84,12.6
0,54,1,1,3.05,2,117.6,82,64.5,7.96,11.3
0,116,1,0,0.0,1,51.1,106,27.0,10.43,12.3
0,178,1,1,2.84,2,175.4,88,74.4,9.5,10.5
0,85,1,0,0.4,1,201.4,52,58.0,11.47,12.0
0,130,1,0,0.0,1,154.0,95,44.0,10.3,12.9
0,194,1,0,0.0,0,193.3,106,48.0,8.45,11.8
0,162,1,0,0.28,2,115.1,89,39.8,9.84,11.4
0,77,1,0,0.0,1,169.4,102,45.0,9.25,2.0
1,147,0,1,3.0,3,157.5,109,73.0,9.48,11.1
0,64,1,0,0.0,2,194.2,147,48.0,8.67,5.5
0,126,1,0,0.0,1,211.6,70,55.0,10.85,7.8
0,119,1,1,3.19,2,154.0,114,81.9,13.9,11.8
0,58,1,0,0.0,2,165.4,100,38.0,5.79,12.8
0,121,1,0,0.32,1,213.2,79,50.2,6.04,7.5
0,95,1,1,2.0,0,160.3,87,65.0,10.12,7.4
0,84,1,0,0.0,0,169.5,96,43.0,7.88,10.6
0,90,1,0,0.28,2,198.5,124,59.8,13.33,8.0
0,141,1,1,2.0,1,308.0,123,94.0,12.39,7.4
0,74,1,1,3.54,2,194.6,84,79.4,6.0,13.1
0,66,1,0,0.33,3,116.4,98,31.3,4.78,10.5
0,75,1,1,3.54,4,210.3,90,92.4,12.09,13.1
0,118,1,1,2.81,0,148.7,105,68.1,8.37,10.4
0,80,1,0,0.24,2,203.7,92,56.4,10.82,7.6
1,119,1,0,0.21,3,239.1,88,64.1,12.18,10.9
0,16,1,0,0.33,3,161.9,100,51.3,11.51,10.2
0,148,1,0,0.0,2,216.2,95,53.0,9.29,10.0
0,50,1,0,0.29,1,295.3,127,64.9,6.37,9.6
0,178,1,0,0.0,1,275.4,150,63.0,9.38,13.6
0,142,1,1,2.48,3,237.4,105,80.8,8.8,9.2
0,146,1,1,2.0,2,149.6,96,66.0,11.99,7.4
0,97,1,0,0.0,3,169.7,84,43.0,8.3,12.8
0,142,1,0,0.42,0,216.8,134,57.2,9.39,8.3
0,98,0,1,2.92,1,245.5,54,96.2,14.64,10.8
0,132,1,0,0.0,2,176.7,132,51.0,12.21,9.1
0,35,1,0,0.0,2,158.6,67,39.0,6.52,6.9
0,32,1,0,0.0,0,230.9,87,56.0,9.37,6.3
1,112,1,0,0.0,3,272.5,119,66.0,11.31,16.4
0,10,1,0,0.0,2,186.1,112,48.0,9.51,11.4
0,92,1,0,0.0,0,249.4,118,61.0,10.58,9.1
0,103,1,0,0.0,2,185.0,117,51.0,11.17,12.6
0,125,1,0,0.3,1,140.1,132,45.0,10.48,8.0
0,96,1,1,3.0,2,175.8,96,78.0,10.33,11.1
0,93,1,0,0.17,3,152.4,74,51.7,13.73,6.6
0,78,1,1,3.56,0,197.4,73,94.6,14.79,13.2
0,75,1,1,2.54,3,225.5,119,79.4,9.1,9.4
0,91,1,0,0.0,1,133.8,61,37.0,7.94,10.5
1,172,1,0,0.0,2,270.0,102,68.0,12.83,12.0
0,74,1,0,0.0,1,200.4,87,61.0,15.46,10.0
1,121,1,0,0.21,0,144.8,126,44.1,10.03,13.3
0,126,1,0,0.0,0,103.7,93,29.0,6.35,14.4
0,78,1,1,1.73,2,281.2,93,80.3,8.91,6.4
1,152,0,1,3.83,9,237.5,120,100.3,12.67,14.2
0,93,1,0,0.31,0,151.4,89,45.1,9.32,10.9
1,119,1,0,0.0,2,81.9,75,36.0,12.69,8.9
0,105,1,1,2.35,2,147.0,112,65.5,9.87,8.7
0,35,1,0,0.32,2,124.2,102,35.2,6.2,13.1
0,53,1,0,0.0,0,168.8,97,48.0,11.02,10.9
0,61,1,1,2.67,3,163.7,78,64.7,5.66,9.9
0,103,1,0,0.0,0,263.4,118,60.0,8.96,10.3
1,172,1,0,0.0,3,287.1,108,64.0,8.92,14.4
0,51,1,0,0.0,1,232.4,109,56.0,9.37,9.1
0,89,0,0,0.0,0,206.9,134,50.0,8.39,10.9
1,177,0,0,0.0,1,248.7,118,57.0,8.62,11.3
0,134,1,0,0.0,0,202.7,105,54.0,11.25,12.1
0,91,1,0,0.0,2,123.8,107,49.0,15.95,7.3
0,137,1,0,0.45,4,230.2,113,62.5,11.02,10.7
0,58,1,1,1.46,1,211.9,40,74.6,13.72,5.4
0,113,1,1,3.59,1,44.9,63,55.9,6.71,13.3
0,49,1,0,0.0,0,213.8,79,59.0,13.26,15.6
0,53,1,0,0.22,3,205.1,86,51.2,8.03,10.7
0,88,1,1,3.46,2,80.3,140,61.6,7.67,12.8
0,179,1,0,0.32,1,234.5,134,57.2,8.21,6.1
0,124,1,0,0.0,3,157.5,70,38.0,6.54,9.6
0,96,1,1,2.3,1,150.0,91,63.0,7.97,8.5
0,68,1,0,0.0,1,237.1,105,60.0,11.18,13.2
1,64,1,0,0.0,5,148.1,73,40.0,8.25,12.3
0,122,1,0,0.0,2,234.1,101,57.0,10.01,13.1
0,94,0,0,0.0,1,170.1,113,53.0,13.59,8.7
1,146,1,0,0.0,4,138.4,104,38.0,7.95,3.9
0,202,1,0,0.0,3,115.4,137,35.0,8.94,6.0
0,79,1,0,0.0,1,205.7,123,54.0,10.73,6.7
0,136,0,1,2.84,3,203.9,106,79.4,9.38,10.5
0,66,1,1,1.46,2,254.9,108,78.6,12.16,5.4
0,103,1,0,0.0,1,246.5,47,59.0,9.78,11.7
0,94,1,0,0.0,1,181.5,98,48.0,10.0,6.6
0,177,1,0,0.27,2,84.9,77,39.7,12.88,7.5
0,102,1,0,0.0,3,242.2,88,61.0,11.66,6.2
0,72,1,1,1.57,1,92.8,98,54.7,13.56,5.8
0,96,1,1,2.84,1,183.4,126,76.4,9.78,10.5
0,186,1,0,0.0,1,137.8,97,40.0,9.39,8.7
0,90,1,0,0.0,3,113.2,108,36.0,9.47,14.1
1,80,1,0,0.0,2,268.7,120,72.0,15.05,5.8
0,131,1,0,0.28,3,240.9,108,58.8,8.37,14.7
0,117,1,1,1.84,1,198.1,86,67.4,8.85,6.8
1,49,0,0,0.26,2,237.8,92,61.6,10.45,15.6
1,82,1,0,0.31,6,167.1,77,43.1,6.59,9.4
0,87,1,0,0.36,2,115.4,90,45.6,13.13,13.1
1,46,1,0,0.0,2,250.3,100,65.0,13.03,13.3
0,102,1,0,0.0,2,102.6,89,39.0,12.3,9.1
0,161,1,1,1.97,1,218.5,76,66.7,5.64,7.3
0,73,1,0,0.0,1,122.0,92,33.0,6.92,5.8
0,84,1,0,0.26,2,190.2,102,52.6,9.89,9.8
1,103,1,0,0.0,8,150.6,125,40.0,8.46,10.4
0,224,1,0,0.21,3,111.4,133,36.1,8.75,5.5
0,61,0,0,0.0,2,78.2,103,30.0,9.8,10.1
0,157,1,0,0.0,2,224.5,111,56.0,10.04,11.5
0,98,1,1,2.97,2,110.3,71,64.7,9.12,11.0
0,108,1,0,0.0,1,138.6,122,39.0,8.62,9.8
0,170,0,0,0.0,3,259.9,68,66.0,12.25,8.4
0,161,1,0,0.0,0,105.4,70,37.0,10.74,7.8
0,67,1,0,0.34,6,260.4,107,65.4,10.41,10.0
0,121,1,0,0.0,2,134.1,112,40.0,9.76,10.5
0,100,1,1,2.0,0,177.1,88,65.0,8.19,7.4
0,99,1,0,0.0,4,198.2,87,52.0,10.37,8.7
0,13,1,0,0.0,4,193.2,89,50.0,9.72,9.7
0,87,1,1,1.92,2,240.8,102,67.2,3.8,7.1
0,137,1,0,0.0,1,109.8,120,39.0,11.53,11.9
0,85,1,0,0.0,1,176.4,122,50.0,11.25,11.5
0,51,1,0,0.0,0,214.8,94,50.0,7.49,10.2
0,131,1,1,1.81,1,174.0,118,66.1,10.27,6.7
0,103,1,0,0.0,0,160.2,104,40.0,6.95,9.7
0,122,1,0,0.0,0,144.2,87,43.0,10.61,9.5
0,132,1,1,2.46,1,154.6,128,72.6,12.28,9.1
0,93,1,1,3.05,7,152.3,90,79.5,13.38,11.3
0,106,1,1,3.32,3,197.4,125,78.2,6.17,12.3
0,104,1,0,0.0,1,225.9,123,53.0,8.14,10.1
0,134,1,1,3.0,2,208.8,130,77.0,6.65,11.1
0,36,1,0,0.0,3,235.1,97,57.0,9.84,7.0
0,162,1,0,0.0,1,184.5,118,51.0,11.2,11.6
0,65,1,0,0.0,2,153.9,117,45.0,11.01,8.5
0,105,1,0,0.0,1,227.4,121,62.0,13.43,13.0
0,137,1,0,0.0,1,147.2,119,42.0,9.64,10.2
0,145,1,0,0.32,0,39.5,78,33.2,13.22,10.0
0,120,1,0,0.0,1,252.1,110,63.0,11.31,13.8
0,173,1,0,0.0,0,172.5,78,42.0,7.13,10.9
0,61,1,0,0.0,1,197.3,67,57.0,13.23,9.0
0,33,1,1,4.05,0,186.8,124,94.5,13.05,15.0
0,146,1,0,0.0,1,109.0,69,42.0,13.29,12.6
0,107,1,1,3.4,3,198.9,87,86.0,10.35,12.6
0,142,0,0,0.0,1,140.8,140,44.0,11.43,10.9
0,122,1,0,0.0,2,180.0,88,43.0,7.25,11.5
0,70,1,0,0.0,0,175.4,130,44.0,7.98,11.6
0,87,1,0,0.0,0,171.6,119,47.0,10.25,13.8
0,69,1,0,0.0,2,167.5,76,50.0,12.11,11.4
0,121,1,0,0.0,1,150.7,105,43.0,9.87,9.2
0,52,1,1,1.43,2,195.7,119,57.3,5.31,5.3
0,127,0,0,0.32,2,247.5,99,55.2,5.43,10.6
0,126,1,0,0.0,3,256.5,112,61.0,9.98,7.0
0,88,1,0,0.0,3,215.6,115,56.0,10.81,11.8
0,169,1,0,0.0,1,235.7,79,52.0,6.85,13.3
0,32,1,1,4.4,1,266.7,109,110.0,11.62,16.3
0,112,1,0,0.26,3,189.4,83,53.6,10.95,7.1
0,95,1,1,3.05,3,283.1,112,103.5,14.31,11.3
0,59,1,1,2.3,2,120.9,97,62.0,10.65,8.5
0,141,1,1,2.84,3,187.5,99,81.4,12.07,10.5
0,99,1,0,0.0,3,200.0,66,44.0,5.4,11.4
0,106,1,1,2.86,2,223.5,104,86.6,11.76,10.6
0,97,1,0,0.0,1,112.7,119,38.0,10.89,6.5
0,84,1,0,0.16,2,130.2,105,47.6,13.9,14.0
1,105,1,0,0.0,0,281.3,124,74.0,15.08,8.7
0,127,1,0,0.0,1,239.8,107,52.0,6.45,11.3
0,88,1,0,0.0,2,172.8,81,46.0,9.67,12.8
0,78,1,0,0.21,2,162.3,116,46.1,9.62,10.1
0,112,1,0,0.0,1,115.8,108,41.0,12.17,13.1
0,185,1,1,2.03,1,189.8,126,67.3,8.17,7.5
0,67,1,0,0.0,1,210.7,116,55.0,10.96,7.2
0,71,1,1,3.54,1,115.4,90,74.4,10.87,13.1
0,97,1,1,3.27,0,176.1,109,76.7,7.97,12.1
1,107,0,0,0.0,3,133.3,106,39.0,9.15,12.9
0,109,1,0,0.0,2,222.5,74,53.0,8.49,9.0
0,125,1,0,0.0,0,224.9,102,51.0,7.19,8.0
1,104,1,0,0.0,0,234.2,128,65.0,14.66,9.8
1,21,1,0,0.0,5,92.6,95,30.0,8.1,11.3
0,68,1,0,0.28,1,178.7,61,54.8,12.62,8.4
0,142,1,1,1.16,0,163.3,104,51.6,6.8,4.3
1,121,1,1,1.57,3,198.4,129,56.7,3.77,5.8
0,161,0,0,0.0,1,189.6,78,55.0,13.37,1.3
0,89,1,0,0.25,3,115.4,99,40.5,10.5,15.9
1,121,0,0,0.0,3,167.7,94,37.0,4.69,13.4
0,51,1,0,0.0,1,183.1,99,45.0,8.01,7.0
0,51,1,0,0.0,0,169.3,111,41.0,6.98,12.0
0,86,1,1,2.65,0,225.5,107,86.5,12.32,9.8
0,139,1,0,0.0,1,165.0,132,50.0,12.49,12.6
0,90,1,0,0.0,3,179.1,71,47.0,9.53,10.6
0,111,1,0,0.0,2,246.5,108,61.0,10.82,12.7
0,50,1,0,0.0,1,131.7,108,41.0,10.83,11.0
0,37,1,0,0.0,2,233.7,114,58.0,10.4,12.0
0,98,1,1,3.48,2,181.6,112,84.8,11.04,12.9
0,90,1,0,0.24,1,61.3,91,29.4,9.72,11.4
0,103,0,0,0.0,3,171.7,78,42.0,7.23,6.8
0,100,1,0,0.33,4,210.9,85,67.3,16.47,9.4
1,101,1,0,0.0,5,89.7,118,38.0,13.01,13.5
0,115,1,0,0.23,3,268.0,115,61.3,7.68,17.0
0,163,1,1,3.32,2,231.9,56,91.2,10.59,12.3
0,87,1,0,0.42,3,223.2,109,53.2,6.38,14.5
0,91,1,0,0.0,0,133.7,75,40.0,9.77,5.9
0,114,1,0,0.4,1,169.6,85,38.0,2.95,7.4
0,37,1,0,0.32,3,134.9,98,48.2,12.42,14.7
0,190,1,0,0.0,1,150.9,86,49.0,13.43,14.7
0,91,1,0,0.0,3,203.1,106,53.0,10.51,12.0
0,87,1,0,0.31,0,136.3,97,41.1,8.61,7.1
0,3,1,1,3.08,2,67.4,116,63.8,12.2,11.4
0,142,1,1,2.38,1,224.4,114,74.8,7.3,8.8
0,104,1,0,0.0,2,200.2,92,45.0,5.94,6.0
0,63,1,0,0.37,0,211.2,80,60.7,11.89,12.3
0,83,1,0,0.0,1,208.9,71,54.0,10.74,13.0
0,96,1,0,0.21,2,160.2,117,52.1,13.38,9.3
0,30,1,0,0.0,3,145.0,76,46.0,12.04,7.1
0,135,0,1,1.57,2,127.7,54,55.7,10.75,5.8
1,86,0,0,0.0,2,162.4,131,42.0,8.35,11.4
0,149,1,1,2.94,1,206.7,79,79.4,8.73,10.9
0,142,1,0,0.0,1,145.4,93,43.0,10.46,10.9
0,81,0,1,2.13,1,237.1,76,84.3,13.21,7.9
0,87,1,0,0.32,1,234.8,85,55.2,7.05,9.5
0,79,1,1,3.29,3,103.1,90,71.9,12.15,12.2
0,56,1,0,0.0,2,164.3,92,48.0,11.69,11.8
0,93,1,0,0.0,0,146.3,85,44.0,10.83,11.5
0,50,1,1,2.86,1,214.3,129,90.6,14.49,10.6
0,134,1,0,0.35,2,177.2,91,53.5,11.44,8.9
0,136,1,0,0.0,7,163.4,83,49.0,12.47,9.8
0,89,1,0,0.0,1,137.9,96,40.0,9.63,11.0
0,129,1,0,0.0,1,150.0,98,46.0,11.62,12.5
1,27,1,0,0.36,2,226.3,95,65.6,13.72,8.2
0,139,1,0,0.0,1,221.3,140,52.0,7.89,11.3
0,47,1,1,2.24,1,172.9,109,64.4,6.88,8.3
1,65,1,0,0.29,4,129.1,137,44.9,11.43,12.7
0,110,1,0,0.34,1,192.6,102,51.4,8.95,9.4
0,86,1,1,2.73,0,197.9,99,75.3,8.28,10.1
0,110,1,0,0.3,1,222.7,94,50.0,5.29,13.5
0,98,1,1,2.97,1,110.5,87,68.7,11.39,11.0
1,127,1,0,0.26,1,266.6,106,70.6,13.24,5.9
0,134,1,0,0.0,0,244.1,99,63.0,12.35,7.2
0,103,1,0,0.38,2,70.9,134,27.8,6.73,12.0
0,86,1,0,0.42,3,190.5,115,52.2,8.98,10.1
1,62,0,0,0.0,0,159.7,86,44.0,9.88,13.9
0,81,1,0,0.0,2,153.5,99,43.0,9.88,6.3
1,125,0,0,0.3,0,298.4,78,77.0,13.53,12.2
1,71,1,0,0.0,0,278.9,110,64.0,9.51,11.7
0,133,1,1,1.81,5,239.9,107,81.1,12.69,6.7
0,132,1,0,0.0,2,181.1,121,58.0,15.72,4.2
0,85,1,0,0.0,0,209.8,82,53.0,9.73,11.3
